chr	intergenic_region_start	intergenic_region_end	rand_seq_start	rand_seq_end
chr12	92493947	92495637	92494340	92494481
chr12	92665007	92692988	92692634	92692775
chr12	92962738	92980744	92968061	92968202
chr12	92962738	92980744	92970107	92970248
chr12	92962738	92980744	92973365	92973506
chr12	93547607	93555627	93550481	93550622
chr12	93547607	93555627	93553166	93553307
chr12	93953606	93959675	93958779	93958920
chr12	94021343	94028508	94021791	94021932
chr12	94021343	94028508	94027811	94027952
chr12	94661002	94693734	94689654	94689795
chr12	94722438	94824397	94805333	94805474
chr12	94845028	94887091	94845427	94845568
chr12	94845028	94887091	94874457	94874598
chr12	94938258	94961332	94944494	94944635
chr12	94938258	94961332	94953051	94953192
chr12	94938258	94961332	94959445	94959586
chr12	95319984	95327569	95321583	95321724
chr12	95319984	95327569	95322668	95322809
chr12	95561681	95639254	95565320	95565461
chr12	96070430	96086042	96079904	96080045
chr12	96070430	96086042	96083166	96083307
chr12	96070430	96086042	96084815	96084956
chr12	96118616	96151837	96132224	96132365
chr12	96182480	96184374	96182605	96182746
chr12	96182480	96184374	96183139	96183280
chr12	96182480	96184374	96183478	96183619
chr12	96182480	96184374	96183801	96183942
chr12	96410439	96417199	96412821	96412962
chr12	96410439	96417199	96415962	96416103
chr12	96437486	96479576	96440394	96440535
chr12	96437486	96479576	96457290	96457431
chr12	96963780	97009568	96982698	96982839
chr12	96963780	97009568	96994533	96994674
chr12	97046895	97086912	97069234	97069375
chr12	97046895	97086912	97074338	97074479
chr12	97106986	97175079	97139109	97139250
chr12	97106986	97175079	97160233	97160374
chr12	97106986	97175079	97171015	97171156
chr12	97575015	97703411	97624006	97624147
chr12	97575015	97703411	97637931	97638072
chr12	97575015	97703411	97655790	97655931
chr12	97575015	97703411	97657473	97657614
chr12	97766517	97929055	97806901	97807042
chr12	97949121	97985382	97983797	97983938
chr12	98005448	98285040	98201552	98201693
chr12	98360717	98407895	98372119	98372260
chr12	98360717	98407895	98403130	98403271
chr12	98428038	98443839	98433618	98433759
chr12	98428038	98443839	98435464	98435605
chr12	98428038	98443839	98442151	98442292
chr12	98560351	98580514	98573057	98573198
chr12	98560351	98580514	98576218	98576359
chr12	98560351	98580514	98577498	98577639
chr12	99994936	99998986	99995452	99995593
chr12	99994936	99998986	99996904	99997045
chr12	100019891	100027071	100022565	100022706
chr12	100019891	100027071	100026524	100026665
chr12	100432055	100463865	100450092	100450233
chr12	100638288	100707260	100666887	100667028
chr12	100638288	100707260	100691439	100691580
chr12	101138641	101145492	101138826	101138967
chr12	101138641	101145492	101143383	101143524
chr12	101238917	101270104	101240283	101240424
chr12	101238917	101270104	101257863	101258004
chr12	101238917	101270104	101266250	101266391
chr12	101434751	101456604	101454493	101454634
chr12	101496997	101516369	101509399	101509540
chr12	101496997	101516369	101515120	101515261
chr12	101544280	101584970	101556382	101556523
chr12	101544280	101584970	101556644	101556785
chr12	101846927	101861741	101858345	101858486
chr12	101974471	102002839	101993535	101993676
chr12	101974471	102002839	102002187	102002328
chr12	102240675	102269573	102267969	102268110
chr12	104187661	104205778	104193571	104193712
chr12	104187661	104205778	104196245	104196386
chr12	104187661	104205778	104199341	104199482
chr12	104411893	104446947	104412410	104412551
chr12	104411893	104446947	104414398	104414539
chr12	104772014	104791800	104775095	104775236
chr12	104772014	104791800	104785954	104786095
chr12	105246174	105294866	105289188	105289329
chr12	105589437	105694202	105621117	105621258
chr12	105797444	106005812	105938359	105938500
chr12	106028409	106053344	106037309	106037450
chr12	106028409	106053344	106040227	106040368
chr12	106028409	106053344	106044744	106044885
chr12	106028409	106053344	106051432	106051573
chr12	106262787	106272926	106270242	106270383
chr12	106921112	106945906	106932505	106932646
chr12	107108862	107261393	107218986	107219127
chr12	107108862	107261393	107247894	107248035
chr12	107282043	107308433	107288988	107289129
chr12	107282043	107308433	107289608	107289749
chr12	107669642	107675798	107675140	107675281
chr12	107809183	107871032	107815512	107815653
chr12	107809183	107871032	107825666	107825807
chr12	107809183	107871032	107843997	107844138
chr12	107809183	107871032	107865369	107865510
chr12	107926288	108119287	107958737	107958878
chr12	108349311	108449424	108361869	108362010
chr12	108349311	108449424	108406724	108406865
chr12	108349311	108449424	108418233	108418374
chr12	108349311	108449424	108424873	108425014
chr12	108483689	108505276	108487990	108488131
chr12	108483689	108505276	108495403	108495544
chr12	108579384	108579850	108579707	108579848
chr12	108608084	108611894	108608316	108608457
chr12	108764152	108768143	108764342	108764483
chr12	108764152	108768143	108765548	108765689
chr12	108764152	108768143	108767097	108767238
chr12	108764152	108768143	108767780	108767921
chr12	108867583	108870091	108867697	108867838
chr12	108867583	108870091	108869648	108869789
chr12	109608125	109652862	109633943	109634084
chr12	109673183	109703824	109692925	109693066
chr12	110228793	110271246	110264282	110264423
chr12	110413708	110418614	110415557	110415698
chr12	110593318	110604128	110600069	110600210
chr12	110752891	110831751	110756920	110757061
chr12	110752891	110831751	110804887	110805028
chr12	110967818	111002393	110978612	110978753
chr12	110967818	111002393	110998831	110998972
chr12	110967818	111002393	111001117	111001258
chr12	111610255	111632145	111612084	111612225
chr12	111610255	111632145	111622038	111622179
chr12	111827532	111829766	111829616	111829757
chr12	112519918	112565235	112541047	112541188
chr12	112519918	112565235	112541271	112541412
chr12	112519918	112565235	112561711	112561852
chr12	113448276	113452032	113448835	113448976
chr12	113448276	113452032	113449524	113449665
chr12	113448276	113452032	113451621	113451762
chr12	113490481	113629042	113491944	113492085
chr12	113666000	113734576	113687807	113687948
chr12	113976325	114001064	113988219	113988360
chr12	113976325	114001064	114000303	114000444
chr12	114041052	114063200	114047578	114047719
chr12	114123491	114228970	114212210	114212351
chr12	114251770	114343910	114320648	114320789
chr12	114458581	114494875	114459742	114459883
chr12	114458581	114494875	114468403	114468544
chr12	114458581	114494875	114492847	114492988
chr12	114515187	114578050	114515548	114515689
chr12	114515187	114578050	114534453	114534594
chr12	114515187	114578050	114563903	114564044
chr12	114598923	114611396	114610504	114610645
chr12	114632924	114660254	114637947	114638088
chr12	114632924	114660254	114646761	114646902
chr12	114847485	114918101	114849167	114849308
chr12	114847485	114918101	114849828	114849969
chr12	114847485	114918101	114864356	114864497
chr12	114847485	114918101	114911800	114911941
chr12	114979861	115003141	114983492	114983633
chr12	115180797	115260028	115183951	115184092
chr12	115180797	115260028	115222661	115222802
chr12	115773065	115795982	115782177	115782318
chr12	115773065	115795982	115785934	115786075
chr12	115896270	115948575	115908628	115908769
chr12	115896270	115948575	115910157	115910298
chr12	116287693	116330295	116308194	116308335
chr12	116287693	116330295	116319516	116319657
chr12	116360727	116418251	116416439	116416580
chr12	116360727	116418251	116417441	116417582
chr12	116438318	116474397	116439464	116439605
chr12	116438318	116474397	116448497	116448638
chr12	116438318	116474397	116469675	116469816
chr12	116546513	116549380	116546613	116546754
chr12	116546513	116549380	116547373	116547514
chr12	116586606	116647620	116588301	116588442
chr12	116586606	116647620	116618450	116618591
chr12	116586606	116647620	116646669	116646810
chr12	116891441	116898311	116893890	116894031
chr12	117978990	118006702	117984272	117984413
chr12	117978990	118006702	117987975	117988116
chr12	117978990	118006702	117993959	117994100
chr12	117978990	118006702	118006511	118006652
chr12	118428033	118634691	118532761	118532902
chr12	118659779	118727923	118678670	118678811
chr12	118748530	118748753	118748561	118748702
chr12	118796369	118808208	118805682	118805823
chr12	118930284	118935770	118932845	118932986
chr12	118966188	118971540	118968804	118968945
chr12	118966188	118971540	118969035	118969176
chr12	118966188	118971540	118969869	118970010
chr12	118966188	118971540	118970307	118970448
chr12	119313380	119324728	119315742	119315883
chr12	119313380	119324728	119316542	119316683
chr12	119313380	119324728	119318415	119318556
chr12	119887320	119929390	119907839	119907980
chr12	119887320	119929390	119912274	119912415
chr12	119887320	119929390	119915568	119915709
chr12	120381695	120428112	120386321	120386462
chr12	120381695	120428112	120405056	120405197
chr12	120381695	120428112	120414777	120414918
chr12	120381695	120428112	120424589	120424730
chr12	120604566	120619610	120605321	120605462
chr12	120604566	120619610	120609456	120609597
chr12	120604566	120619610	120610129	120610270
chr12	120750008	120752509	120750481	120750622
chr12	120750008	120752509	120751837	120751978
chr12	120927285	120959837	120927539	120927680
chr12	120927285	120959837	120934527	120934668
chr12	120927285	120959837	120937367	120937508
chr12	121615012	121616549	121615474	121615615
chr12	121700702	121702751	121701082	121701223
chr12	122157344	122157718	122157478	122157619
chr12	122432956	122461599	122442520	122442661
chr12	122432956	122461599	122457732	122457873
chr12	122636396	122671284	122647747	122647888
chr12	122740844	122742823	122741063	122741204
chr12	122740844	122742823	122741332	122741473
chr12	122906124	122908609	122908213	122908354
chr12	123546534	123565891	123546866	123547007
chr12	123546534	123565891	123556429	123556570
chr12	123546534	123565891	123557606	123557747
chr12	123546534	123565891	123563951	123564092
chr12	124577612	124595022	124594473	124594614
chr12	124753187	124766855	124754573	124754714
chr12	124887577	124891511	124887864	124888005
chr12	124887577	124891511	124888388	124888529
chr12	124887577	124891511	124889889	124890030
chr12	125171019	125176385	125171353	125171494
chr12	125672377	125694500	125678721	125678862
chr12	125672377	125694500	125686225	125686366
chr12	125717950	125848877	125823577	125823718
chr12	125871629	125890317	125874363	125874504
chr12	125911485	125948683	125930812	125930953
chr12	126053480	126085991	126064864	126065005
chr12	126176228	126185018	126179922	126180063
chr12	126205657	126340020	126282429	126282570
chr12	126371065	126382742	126373815	126373956
chr12	126371065	126382742	126376849	126376990
chr12	126482785	126500117	126499643	126499784
chr12	126782262	126854420	126801905	126802046
chr12	126782262	126854420	126803702	126803843
chr12	126782262	126854420	126810513	126810654
chr12	126782262	126854420	126824772	126824913
chr12	126782262	126854420	126831727	126831868
chr12	126782262	126854420	126836774	126836915
chr12	126782262	126854420	126842572	126842713
chr12	126898718	126902035	126899689	126899830
chr12	126898718	126902035	126901408	126901549
chr12	127350072	127449947	127359077	127359218
chr12	127350072	127449947	127364242	127364383
chr12	127350072	127449947	127401717	127401858
chr12	127519066	127603342	127548345	127548486
chr12	127519066	127603342	127549476	127549617
chr12	127519066	127603342	127599982	127600123
chr12	127665588	127709092	127670568	127670709
chr12	127665588	127709092	127680406	127680547
chr12	127731711	127767957	127747240	127747381
chr12	127731711	127767957	127755751	127755892
chr12	127804764	127866998	127861761	127861902
chr12	127804764	127866998	127866562	127866703
chr12	127993891	128013787	128003068	128003209
chr12	127993891	128013787	128005828	128005969
chr12	128037166	128062253	128055590	128055731
chr12	128131952	128252946	128147697	128147838
chr12	128717911	128783193	128748029	128748170
chr12	128717911	128783193	128749953	128750094
chr12	128717911	128783193	128764909	128765050
chr12	128994968	129003283	128995919	128996060
chr12	128994968	129003283	128998073	128998214
chr12	129039026	129061725	129041118	129041259
chr12	129039026	129061725	129042248	129042389
chr12	129039026	129061725	129044984	129045125
chr12	129039026	129061725	129054937	129055078
chr12	129914025	129947582	129937944	129938085
chr12	129914025	129947582	129941149	129941290
chr12	130052342	130057242	130052415	130052556
chr12	130052342	130057242	130055535	130055676
chr12	130082685	130123381	130101266	130101407
chr12	130082685	130123381	130105462	130105603
chr12	130175740	130206806	130189019	130189160
chr12	130227157	130306209	130243861	130244002
chr12	130227157	130306209	130245961	130246102
chr12	130227157	130306209	130263489	130263630
chr12	130227157	130306209	130264099	130264240
chr12	130726299	130746966	130740242	130740383
chr12	130726299	130746966	130740791	130740932
chr12	130887678	130943906	130908369	130908510
chr12	130887678	130943906	130911639	130911780
chr12	130887678	130943906	130918028	130918169
chr12	131377555	131418499	131379591	131379732
chr12	131377555	131418499	131390318	131390459
chr12	131568230	131573581	131568694	131568835
chr12	131568230	131573581	131572566	131572707
chr12	131601730	131635917	131601854	131601995
chr12	131601730	131635917	131602395	131602536
chr12	131601730	131635917	131615566	131615707
chr12	131601730	131635917	131621174	131621315
chr12	131601730	131635917	131627608	131627749
chr12	131874536	131883057	131876660	131876801
chr12	131874536	131883057	131882400	131882541
chr12	132162468	132176734	132167921	132168062
chr12	132162468	132176734	132168963	132169104
chr12	132162468	132176734	132171269	132171410
chr12	132341575	132414506	132356815	132356956
chr12	132341575	132414506	132368765	132368906
chr12	133169465	133171494	133170177	133170318
chr12	133169465	133171494	133170378	133170519
chr12	133248438	133275309	133267839	133267980
